Bus_num,Bus_Code,Voltage_Mag,Angle_Deg,Load_MW,Load_Mvar,Gen_MW,Gen_Mvar,GenQmax,GenQmin,posQc_negQc,ansVolage_Mag,ansAngle_Deg,ansLoad_MW,ansLoad_Mvar,ansGen_MW,ansGen_Mvar,Injected_MVAR
1,1,1.06,0,0,0,0,0,0,0,0,1.06,0,0,0,66.8228386795193,-17.7461413900016,0
2,0,1,0,20,10,40,30,0,0,0,1.06101031379267,-1.27380567533197,20,10,40,30,0
3,0,1,0,45,15,0,0,0,0,0,1.03464471160065,-3.63726896320935,45,15,0,0,0
4,0,1,0,40,5,0,0,0,0,0,1.0344958598236,-3.83283096987662,40,5,0,0,0
1,1,1.08124562275866,0,0,0,0,0,0,0,0,1.08124562275866,0,0,0,69.0752130350238,25.994638753307,0
2,0,1,0,21,24,20,22,0,0,0,1.04185030135787,-3.76738261338067,21,24,20,22,0
3,0,1,0,30,22,0,0,0,0,0,1.03885666812446,-3.42447784116978,30,22,0,0,0
4,0,1,0,37,17,0,0,0,0,0,1.01335763765381,-6.69770692363564,37,17,0,0,0
1,1,1.04384343012569,0,0,0,0,0,0,0,0,1.04384343012569,0,0,0,39.8242019741137,-60.2562223150411,0
2,0,1,0,23,16,37,50,0,0,0,1.10914011222648,-3.83990189429955,23,16,37,50,0
3,0,1,0,32,9,0,0,0,0,0,1.09534367960434,-3.72923337638102,32,9,0,0,0
4,0,1,0,20,7,0,0,0,0,0,1.09775109700822,-4.26157291221457,20,7,0,0,0
1,1,1.05774520346648,0,0,0,0,0,0,0,0,1.05774520346648,0,0,0,64.3181456195771,-9.08230166095993,0
2,0,1,0,37,8,45,20,0,0,0,1.06499085778961,-5.68611502050718,37,8,45,20,0
3,0,1,0,32,13,0,0,0,0,0,1.04588506968892,-6.46296678289955,32,13,0,0,0
4,0,1,0,39,16,0,0,0,0,0,1.04450213151692,-7.10166957999501,39,16,0,0,0
1,1,1.00887268100858,0,0,0,0,0,0,0,0,1.00887268100858,0,0,0,60.3136007311579,-23.1209400408909,0
2,0,1,0,32,10,30,41,0,0,0,1.03324725681034,-4.65378838325916,32,10,30,41,0
3,0,1,0,23,8,0,0,0,0,0,1.01820219172927,-5.05389268522754,23,8,0,0,0
4,0,1,0,34,16,0,0,0,0,0,1.00227812329265,-5.85046556060411,34,16,0,0,0
1,1,1.05029818034996,0,0,0,0,0,0,0,0,1.05029818034996,0,0,0,58.950764487166,-12.4478868682489,0
2,0,1,0,20,7,36,37,0,0,0,1.07552284082817,-3.35059485182613,20,7,36,37,0
3,0,1,0,41,24,0,0,0,0,0,1.03436566420057,-4.7764032120839,41,24,0,0,0
4,0,1,0,33,21,0,0,0,0,0,1.02395843459772,-6.75117518179568,33,21,0,0,0
1,1,1.00279059000824,0,0,0,0,0,0,0,0,1.00279059000824,0,0,0,48.1146935549237,10.6237667096552,0
2,0,1,0,21,17,43,27,0,0,0,0.980110109071719,-2.71605693507212,21,17,43,27,0
3,0,1,0,32,25,0,0,0,0,0,0.964264684279522,-2.99027841749792,32,25,0,0,0
4,0,1,0,36,21,0,0,0,0,0,0.943716164343637,-2.83004675608213,36,21,0,0,0
1,1,1.00710459030433,0,0,0,0,0,0,0,0,1.00710459030433,0,0,0,53.6931617350195,-23.0923867801426,0
2,0,1,0,28,14,23,45,0,0,0,1.03891522474478,-1.70267600294354,28,14,23,45,0
3,0,1,0,26,23,0,0,0,0,0,0.998301487338706,-0.964603705470647,26,23,0,0,0
4,0,1,0,22,14,0,0,0,0,0,1.00278999972203,-2.79453486098162,22,14,0,0,0
1,1,1.06554683548697,0,0,0,0,0,0,0,0,1.06554683548697,0,0,0,90.2952937662079,-19.2237683377321,0
2,0,1,0,27,8,21,25,0,0,0,1.04228595995271,-2.2691191565153,27,8,21,25,0
3,0,1,0,36,8,0,0,0,0,0,1.02010062972296,-1.79397401408608,36,8,0,0,0
4,0,1,0,44,17,0,0,0,0,0,1.01471982678933,-3.6361778921356,44,17,0,0,0
1,1,1.05977019707351,0,0,0,0,0,0,0,0,1.05977019707351,0,0,0,59.0232669508058,-13.8395749320447,0
2,0,1,0,35,15,35,44,0,0,0,1.03352326776311,-1.28349470115709,35,15,35,44,0
3,0,1,0,33,24,0,0,0,0,0,0.999324560311419,-4.06173745019957,33,24,0,0,0
4,0,1,0,24,16,0,0,0,0,0,0.990894741998466,-4.85375933201032,24,16,0,0,0
1,1,1.05702960870607,0,0,0,0,0,0,0,0,1.05702960870607,0,0,0,65.4408626257557,-13.3898048297356,0
2,0,1,0,32,16,36,36,0,0,0,1.04139006049739,-3.47341749080018,32,16,36,36,0
3,0,1,0,26,15,0,0,0,0,0,1.02362834383277,-2.23564311561826,26,15,0,0,0
4,0,1,0,41,23,0,0,0,0,0,1.01920219527415,-4.33484751216596,41,23,0,0,0
1,1,1.03263438570565,0,0,0,0,0,0,0,0,1.03263438570565,0,0,0,69.2413862660653,-8.21193147548964,0
2,0,1,0,30,22,40,30,0,0,0,1.02735669157595,-3.39019955767277,30,22,40,30,0
3,0,1,0,33,14,0,0,0,0,0,1.00752962864409,-3.45010955713259,33,14,0,0,0
4,0,1,0,44,5,0,0,0,0,0,1.00008074106632,-6.73663870023982,44,5,0,0,0
1,1,1.02219849490045,0,0,0,0,0,0,0,0,1.02219849490045,0,0,0,46.4973143896184,-41.5266065947719,0
2,0,1,0,26,11,40,36,0,0,0,1.04462183067193,-2.47550446075051,26,11,40,36,0
3,0,1,0,27,5,0,0,0,0,0,1.02853406438009,-3.55144125839801,27,5,0,0,0
4,0,1,0,32,12,0,0,0,0,0,1.02510694474638,-5.07236848965417,32,12,0,0,0
1,1,1.06236051024942,0,0,0,0,0,0,0,0,1.06236051024942,0,0,0,69.2116782582021,-36.7227655230719,0
2,0,1,0,22,18,34,47,0,0,0,1.11205045061861,-3.01569976125388,22,18,34,47,0
3,0,1,0,33,10,0,0,0,0,0,1.06717738645952,-2.69223171600405,33,10,0,0,0
4,0,1,0,47,15,0,0,0,0,0,1.06001776327157,-7.01186648108613,47,15,0,0,0
1,1,1.02483644345462,0,0,0,0,0,0,0,0,1.02483644345462,0,0,0,90.6668667993217,-6.63598559301324,0
2,0,1,0,45,21,24,40,0,0,0,1.02771634258277,-4.26864917191028,45,21,24,40,0
3,0,1,0,39,22,0,0,0,0,0,1.00366876161762,-4.43918780614774,39,22,0,0,0
4,0,1,0,29,11,0,0,0,0,0,0.994540840718641,-5.62130040288574,29,11,0,0,0
1,1,1.01845269382635,0,0,0,0,0,0,0,0,1.01845269382635,0,0,0,88.3013957284448,-13.2373964541198,0
2,0,1,0,29,21,22,40,0,0,0,1.03447065972559,-5.4679180208032,29,21,22,40,0
3,0,1,0,30,21,0,0,0,0,0,0.996471286127714,-6.7097859369312,30,21,0,0,0
4,0,1,0,49,6,0,0,0,0,0,0.998340381561994,-9.93148197142587,49,6,0,0,0
1,1,1.0212824069268,0,0,0,0,0,0,0,0,1.0212824069268,0,0,0,59.0248083300676,-19.4220906239361,0
2,0,1,0,26,18,32,33,0,0,0,1.03113819119416,-2.67279540983172,26,18,32,33,0
3,0,1,0,25,7,0,0,0,0,0,1.02103144886578,-3.09143527333402,25,7,0,0,0
4,0,1,0,39,16,0,0,0,0,0,1.00545985892519,-4.38550004763523,39,16,0,0,0
1,1,1.03068476446587,0,0,0,0,0,0,0,0,1.03068476446587,0,0,0,71.160223643829,-23.0073901260436,0
2,0,1,0,41,8,32,30,0,0,0,1.02579399762718,-4.09688112698238,41,8,32,30,0
3,0,1,0,33,7,0,0,0,0,0,1.01903105998589,-4.48682704477588,33,7,0,0,0
4,0,1,0,27,18,0,0,0,0,0,1.00789984988376,-4.88709762504737,27,18,0,0,0
1,1,1.01820102735175,0,0,0,0,0,0,0,0,1.01820102735175,0,0,0,69.965101664568,-46.2813112000067,0
2,0,1,0,48,14,39,47,0,0,0,1.05377882815393,-3.87146423613513,48,14,39,47,0
3,0,1,0,20,10,0,0,0,0,0,1.02715107056121,-5.30396108513143,20,10,0,0,0
4,0,1,0,39,6,0,0,0,0,0,1.02836526802754,-8.28464587759583,39,6,0,0,0
1,1,1.05398116983433,0,0,0,0,0,0,0,0,1.05398116983433,0,0,0,69.1006801613186,-7.30392279479757,0
2,0,1,0,33,24,37,43,0,0,0,1.06045847537932,-6.63309783609073,33,24,37,43,0
3,0,1,0,24,10,0,0,0,0,0,1.04964114067996,-6.91554966444755,24,10,0,0,0
4,0,1,0,48,23,0,0,0,0,0,1.03483089384148,-7.42509553287129,48,23,0,0,0
1,1,1.03879840908382,0,0,0,0,0,0,0,0,1.03879840908382,0,0,0,91.8744216464279,-8.69962694153408,0
2,0,1,0,41,13,30,24,0,0,0,1.01405145750753,-6.83813126937274,41,13,30,24,0
3,0,1,0,42,11,0,0,0,0,0,1.00320952366135,-6.49050984029359,42,11,0,0,0
4,0,1,0,35,14,0,0,0,0,0,0.989319399063343,-8.24206896831384,35,14,0,0,0
1,1,1.0610530236636,0,0,0,0,0,0,0,0,1.0610530236636,0,0,0,80.6550662000065,-0.694022781306813,0
2,0,1,0,37,12,22,24,0,0,0,1.04781966031797,-1.65982413162468,37,12,22,24,0
3,0,1,0,29,18,0,0,0,0,0,1.02118614628735,-1.23993375546761,29,18,0,0,0
4,0,1,0,34,21,0,0,0,0,0,1.0025891873173,-4.33818981738449,34,21,0,0,0
1,1,1.03304424562446,0,0,0,0,0,0,0,0,1.03304424562446,0,0,0,74.5844897967209,-14.8201250189482,0
2,0,1,0,40,7,35,27,0,0,0,1.02242859601534,-4.8301013121469,40,7,35,27,0
3,0,1,0,32,7,0,0,0,0,0,1.01667435716719,-4.95754194769023,32,7,0,0,0
4,0,1,0,35,19,0,0,0,0,0,0.995146314607595,-5.57394585603137,35,19,0,0,0
1,1,1.03019866264056,0,0,0,0,0,0,0,0,1.03019866264056,0,0,0,57.1860967981102,-27.656230540649,0
2,0,1,0,24,23,33,39,0,0,0,1.02230134999489,-2.17042754202265,24,23,33,39,0
3,0,1,0,30,5,0,0,0,0,0,1.01240052084144,-1.81816158221921,30,5,0,0,0
4,0,1,0,34,10,0,0,0,0,0,1.00336233560645,-2.46457785830723,34,10,0,0,0
1,1,1.02885002347819,0,0,0,0,0,0,0,0,1.02885002347819,0,0,0,117.381862711333,-26.2702604073331,0
2,0,1,0,40,5,26,39,0,0,0,1.01139097513665,-6.85938170887825,40,5,26,39,0
3,0,1,0,49,8,0,0,0,0,0,0.991011557908111,-7.61863522604825,49,8,0,0,0
4,0,1,0,47,11,0,0,0,0,0,0.976359221575661,-9.39392602169105,47,11,0,0,0
1,1,1.01387669371798,0,0,0,0,0,0,0,0,1.01387669371798,0,0,0,103.965181075068,15.3211456088608,0
2,0,1,0,42,17,33,23,0,0,0,0.991950622140804,-6.42879323776787,42,17,33,23,0
3,0,1,0,48,15,0,0,0,0,0,0.985827432982247,-5.5945269346359,48,15,0,0,0
4,0,1,0,45,15,0,0,0,0,0,0.967297172424208,-8.32160795494982,45,15,0,0,0
1,1,1.06542086233945,0,0,0,0,0,0,0,0,1.06542086233945,0,0,0,77.1186755492324,-37.955953982268,0
2,0,1,0,33,16,50,37,0,0,0,1.1023081326699,-6.77175562500083,33,16,50,37,0
3,0,1,0,44,7,0,0,0,0,0,1.08663671126569,-7.46527014394782,44,7,0,0,0
4,0,1,0,47,5,0,0,0,0,0,1.0807134852253,-9.11126669054917,47,5,0,0,0
1,1,1.05052760819445,0,0,0,0,0,0,0,0,1.05052760819445,0,0,0,57.2016644462999,-25.2764559502037,0
2,0,1,0,34,10,46,41,0,0,0,1.06613589921099,-2.27530306973808,34,10,46,41,0
3,0,1,0,42,14,0,0,0,0,0,1.04373577690997,-3.53250416559302,42,14,0,0,0
4,0,1,0,26,8,0,0,0,0,0,1.04060132504181,-4.88147540775234,26,8,0,0,0
1,1,1.06420012430372,0,0,0,0,0,0,0,0,1.06420012430372,0,0,0,98.7024559732049,11.9838581935166,0
2,0,1,0,48,24,24,33,0,0,0,1.01956359767583,-1.6841082817223,48,24,24,33,0
3,0,1,0,28,19,0,0,0,0,0,1.01420749251707,-3.52160287577302,28,19,0,0,0
4,0,1,0,43,25,0,0,0,0,0,0.990947966588035,-4.73150417614524,43,25,0,0,0
1,1,1.01976464312668,0,0,0,0,0,0,0,0,1.01976464312668,0,0,0,82.3837436530364,-19.0744161091218,0
2,0,1,0,24,11,24,44,0,0,0,1.04835592900213,-8.0072989846281,24,11,24,44,0
3,0,1,0,38,16,0,0,0,0,0,1.01718244892092,-8.84396852291441,38,16,0,0,0
4,0,1,0,42,15,0,0,0,0,0,1.01289192905578,-10.9720963780619,42,15,0,0,0
1,1,1.06106198829975,0,0,0,0,0,0,0,0,1.06106198829975,0,0,0,73.1654760431726,-39.497738117355,0
2,0,1,0,41,6,36,48,0,0,0,1.11018947319576,-5.89123287633055,41,6,36,48,0
3,0,1,0,24,9,0,0,0,0,0,1.07502475644818,-4.97600775681792,24,9,0,0,0
4,0,1,0,42,14,0,0,0,0,0,1.09009639111136,-6.85552107469138,42,14,0,0,0
1,1,1.01530643269791,0,0,0,0,0,0,0,0,1.01530643269791,0,0,0,67.6420073426277,4.5778544572622,0
2,0,1,0,48,23,50,39,0,0,0,1.00031122644049,-1.00471293789103,48,23,50,39,0
3,0,1,0,21,12,0,0,0,0,0,0.979809984665483,-0.886935127783297,21,12,0,0,0
4,0,1,0,46,25,0,0,0,0,0,0.949438546952943,-3.43508374869513,46,25,0,0,0
1,1,1.07369705535567,0,0,0,0,0,0,0,0,1.07369705535567,0,0,0,59.7337840080599,-12.5002903642084,0
2,0,1,0,46,16,50,31,0,0,0,1.07533607664431,-3.5982029814926,46,16,50,31,0
3,0,1,0,24,18,0,0,0,0,0,1.06221362419137,-3.10129093753561,24,18,0,0,0
4,0,1,0,38,10,0,0,0,0,0,1.05218548304269,-4.52273796625868,38,10,0,0,0
1,1,1.08778354040149,0,0,0,0,0,0,0,0,1.08778354040149,0,0,0,92.6180476407839,-10.8908729240745,0
2,0,1,0,21,21,22,39,0,0,0,1.08808995190209,-6.2929146332498,21,21,22,39,0
3,0,1,0,48,19,0,0,0,0,0,1.05887645842317,-7.51316439456918,48,19,0,0,0
4,0,1,0,43,12,0,0,0,0,0,1.06134378047369,-8.29558329445913,43,12,0,0,0
1,1,1.0826835632778,0,0,0,0,0,0,0,0,1.0826835632778,0,0,0,56.8914541222988,9.56117511222914,0
2,0,1,0,25,16,42,27,0,0,0,1.06247905282015,-1.75302057034912,25,16,42,27,0
3,0,1,0,40,23,0,0,0,0,0,1.03767689721175,-3.00604442204942,40,23,0,0,0
4,0,1,0,32,22,0,0,0,0,0,1.03738496342433,-1.97750582650509,32,22,0,0,0
1,1,1.03322156235357,0,0,0,0,0,0,0,0,1.03322156235357,0,0,0,80.2043286644971,-8.6851874056018,0
2,0,1,0,21,13,29,30,0,0,0,1.02742294484859,-2.6355294791603,21,13,29,30,0
3,0,1,0,50,18,0,0,0,0,0,0.989604086927227,-3.36489967012827,50,18,0,0,0
4,0,1,0,35,19,0,0,0,0,0,0.976686330925199,-6.17760441913946,35,19,0,0,0
1,1,1.07961567626142,0,0,0,0,0,0,0,0,1.07961567626142,0,0,0,101.034455997185,-24.8929859439263,0
2,0,1,0,38,11,28,37,0,0,0,1.06713235209742,-5.22545411926394,38,11,28,37,0
3,0,1,0,37,20,0,0,0,0,0,1.04164011941697,-6.50775437552075,37,20,0,0,0
4,0,1,0,49,5,0,0,0,0,0,1.0382387867175,-7.68003111678302,49,5,0,0,0
1,1,1.01088089277265,0,0,0,0,0,0,0,0,1.01088089277265,0,0,0,72.317913707454,-0.41137299649634,0
2,0,1,0,44,25,35,26,0,0,0,0.984162363263274,-2.64287031022634,44,25,35,26,0
3,0,1,0,35,19,0,0,0,0,0,0.974256318637348,-2.94127540480424,35,19,0,0,0
4,0,1,0,26,11,0,0,0,0,0,0.972962437475336,-3.40249792991108,26,11,0,0,0
1,1,1.00440438740377,0,0,0,0,0,0,0,0,1.00440438740377,0,0,0,58.5418719357847,-11.9044978441295,0
2,0,1,0,29,15,45,25,0,0,0,1.02533421334843,-5.00121424769373,29,15,45,25,0
3,0,1,0,23,20,0,0,0,0,0,0.999628048338444,-6.62957792553024,23,20,0,0,0
4,0,1,0,50,5,0,0,0,0,0,0.991395243197337,-7.70799484653403,50,5,0,0,0
1,1,1.01743767241749,0,0,0,0,0,0,0,0,1.01743767241749,0,0,0,49.9026636649841,5.6061012303763,0
2,0,1,0,20,18,33,28,0,0,0,1.00381793873194,-1.66933806383697,20,18,33,28,0
3,0,1,0,42,16,0,0,0,0,0,0.980224509780403,-3.91565891908838,42,16,0,0,0
4,0,1,0,20,24,0,0,0,0,0,0.965557884561193,-4.01467065207427,20,24,0,0,0
1,1,1.03629913653717,0,0,0,0,0,0,0,0,1.03629913653717,0,0,0,100.069428476581,20.3181814681315,0
2,0,1,0,21,14,20,25,0,0,0,1.00539333882341,-6.5605838697195,21,14,20,25,0
3,0,1,0,49,12,0,0,0,0,0,0.970998633587114,-8.47232940243172,49,12,0,0,0
4,0,1,0,46,23,0,0,0,0,0,0.948629006559521,-9.51463340516163,46,23,0,0,0
1,1,1.0523722449517,0,0,0,0,0,0,0,0,1.0523722449517,0,0,0,49.9356094351514,-8.5750176608812,0
2,0,1,0,33,22,42,21,0,0,0,1.04815016173363,-2.21841412204402,33,22,42,21,0
3,0,1,0,22,12,0,0,0,0,0,1.03640531206571,-2.13092003163562,22,12,0,0,0
4,0,1,0,36,9,0,0,0,0,0,1.03189576399294,-4.78359601329284,36,9,0,0,0
1,1,1.03601199417966,0,0,0,0,0,0,0,0,1.03601199417966,0,0,0,74.4771544697678,-11.9046144933696,0
2,0,1,0,37,17,25,39,0,0,0,1.03576598948658,-3.69619435004855,37,17,25,39,0
3,0,1,0,28,13,0,0,0,0,0,1.01946238240613,-5.04279740433804,28,13,0,0,0
4,0,1,0,33,24,0,0,0,0,0,1.00014847697946,-6.43242841114563,33,24,0,0,0
1,1,1.02442561055158,0,0,0,0,0,0,0,0,1.02442561055158,0,0,0,98.8632599719029,-24.0334734498687,0
2,0,1,0,45,21,35,39,0,0,0,1.04046789921916,-8.49654900674672,45,21,35,39,0
3,0,1,0,48,5,0,0,0,0,0,1.02201493166001,-9.30788167416653,48,5,0,0,0
4,0,1,0,37,6,0,0,0,0,0,1.02885397293985,-10.0994801131885,37,6,0,0,0
1,1,1.0073880275699,0,0,0,0,0,0,0,0,1.0073880275699,0,0,0,65.9161057709051,13.2988937789234,0
2,0,1,0,28,16,41,35,0,0,0,0.980023897711093,-2.8946206088884,28,16,41,35,0
3,0,1,0,49,25,0,0,0,0,0,0.954329365065435,-3.11274558477543,49,25,0,0,0
4,0,1,0,27,23,0,0,0,0,0,0.947421391279133,-3.4222212579762,27,23,0,0,0
1,1,1.04618318065565,0,0,0,0,0,0,0,0,1.04618318065565,0,0,0,48.0306447815969,-37.1987634810013,0
2,0,1,0,37,24,46,44,0,0,0,1.07606693948121,-2.02898114433312,37,24,46,44,0
3,0,1,0,33,10,0,0,0,0,0,1.04898153606668,-2.88637405376057,33,10,0,0,0
4,0,1,0,23,10,0,0,0,0,0,1.05633660280313,-3.89348912594022,23,10,0,0,0
1,1,1.04520687221711,0,0,0,0,0,0,0,0,1.04520687221711,0,0,0,69.6687953562231,7.59685061002919,0
2,0,1,0,32,23,37,25,0,0,0,1.02192562607351,-1.01761263938422,32,23,37,25,0
3,0,1,0,44,13,0,0,0,0,0,1.01506043096686,-2.11409256750321,44,13,0,0,0
4,0,1,0,29,20,0,0,0,0,0,1.00712928679765,-2.15300193303859,29,20,0,0,0
1,1,1.06015522372591,0,0,0,0,0,0,0,0,1.06015522372591,0,0,0,57.2733602494602,13.0073664328336,0
2,0,1,0,33,18,50,32,0,0,0,1.03680201125018,-1.26367013395388,33,18,50,32,0
3,0,1,0,38,22,0,0,0,0,0,0.995844137714963,-4.593750590505,38,22,0,0,0
4,0,1,0,34,25,0,0,0,0,0,0.982235004295741,-4.53607298919001,34,25,0,0,0
1,1,1.01755313490696,0,0,0,0,0,0,0,0,1.01755313490696,0,0,0,69.1933375258274,-2.45674036298675,0
2,0,1,0,28,22,40,20,0,0,0,1.01500444921114,-4.67871434865173,28,22,40,20,0
3,0,1,0,39,12,0,0,0,0,0,1.00144826950121,-5.61049291052053,39,12,0,0,0
4,0,1,0,41,9,0,0,0,0,0,0.994134227430346,-7.5438016091941,41,9,0,0,0
1,1,1.01751654058782,0,0,0,0,0,0,0,0,1.01751654058782,0,0,0,104.937964124235,-3.46805845944349,0
2,0,1,0,44,23,25,26,0,0,0,0.957169203162787,-2.21920546766719,44,23,25,26,0
3,0,1,0,35,5,0,0,0,0,0,0.964888908336896,-5.94015905765787,35,5,0,0,0
4,0,1,0,45,15,0,0,0,0,0,0.941514962294231,-6.76139717772783,45,15,0,0,0
1,1,1.08990884856565,0,0,0,0,0,0,0,0,1.08990884856565,0,0,0,76.0957097342393,-32.960448262671,0
2,0,1,0,28,6,30,31,0,0,0,1.07703299907429,-2.100789261547,28,6,30,31,0
3,0,1,0,47,7,0,0,0,0,0,1.06825980734971,-3.80522254087958,47,7,0,0,0
4,0,1,0,28,25,0,0,0,0,0,1.04620720199308,-2.61868218664437,28,25,0,0,0
1,1,1.03130876278461,0,0,0,0,0,0,0,0,1.03130876278461,0,0,0,102.100468386553,-13.8648017893388,0
2,0,1,0,28,23,26,47,0,0,0,1.02333890216216,-3.38777359137625,28,23,26,47,0
3,0,1,0,47,23,0,0,0,0,0,0.994226264652217,-4.29099847548199,47,23,0,0,0
4,0,1,0,49,12,0,0,0,0,0,0.98656829650726,-6.3026873813345,49,12,0,0,0
1,1,1.05806285083146,0,0,0,0,0,0,0,0,1.05806285083146,0,0,0,53.7144215139281,-14.9055637806288,0
2,0,1,0,29,14,39,21,0,0,0,1.05715945929778,-1.17063688363654,29,14,39,21,0
3,0,1,0,30,17,0,0,0,0,0,1.04632644213475,-4.28102035543503,30,17,0,0,0
4,0,1,0,33,5,0,0,0,0,0,1.04588633236725,-5.01786674629559,33,5,0,0,0
1,1,1.06602718661747,0,0,0,0,0,0,0,0,1.06602718661747,0,0,0,75.0738685941389,-30.5562329263436,0
2,0,1,0,21,15,27,41,0,0,0,1.049933662772,-1.13957840238304,21,15,27,41,0
3,0,1,0,33,7,0,0,0,0,0,1.04353749283577,-1.27413172202321,33,7,0,0,0
4,0,1,0,45,18,0,0,0,0,0,1.01569151724204,-2.09044642191501,45,18,0,0,0
1,1,1.07163209179395,0,0,0,0,0,0,0,0,1.07163209179395,0,0,0,87.75387850705,-17.1879023223973,0
2,0,1,0,26,13,28,30,0,0,0,1.0472262673924,-3.87595115694055,26,13,28,30,0
3,0,1,0,39,7,0,0,0,0,0,1.04377342390991,-3.21611381454671,39,7,0,0,0
4,0,1,0,47,14,0,0,0,0,0,1.0214478788048,-6.35715534616182,47,14,0,0,0
1,1,1.07060132770658,0,0,0,0,0,0,0,0,1.07060132770658,0,0,0,87.8905472464708,-6.02587462812316,0
2,0,1,0,29,24,39,28,0,0,0,1.05690978846727,-3.96817006847147,29,24,39,28,0
3,0,1,0,47,22,0,0,0,0,0,1.02526565290794,-4.1109349857122,47,22,0,0,0
4,0,1,0,47,11,0,0,0,0,0,1.02849992793977,-4.69250249200584,47,11,0,0,0
1,1,1.07008873956368,0,0,0,0,0,0,0,0,1.07008873956368,0,0,0,59.2857574812886,-20.3085097041473,0
2,0,1,0,26,9,44,38,0,0,0,1.0709434715631,-1.51312109368665,26,9,44,38,0
3,0,1,0,32,10,0,0,0,0,0,1.04454260837442,-0.81297789022173,32,10,0,0,0
4,0,1,0,43,18,0,0,0,0,0,1.04095958815861,-2.28733597917402,43,18,0,0,0
1,1,1.06287530387148,0,0,0,0,0,0,0,0,1.06287530387148,0,0,0,26.2640157144187,-24.9258238576667,0
2,0,1,0,21,10,47,20,0,0,0,1.08656083164189,-1.31524147437205,21,10,47,20,0
3,0,1,0,26,8,0,0,0,0,0,1.07826544248599,-2.18234209090634,26,8,0,0,0
4,0,1,0,26,9,0,0,0,0,0,1.07938180121424,-2.31923341165778,26,9,0,0,0
1,1,1.05083475594103,0,0,0,0,0,0,0,0,1.05083475594103,0,0,0,49.7253356293755,-28.1581968452065,0
2,0,1,0,27,16,34,50,0,0,0,1.07046526682469,-3.59744502726194,27,16,34,50,0
3,0,1,0,32,5,0,0,0,0,0,1.0493440520943,-3.83765324645743,32,5,0,0,0
4,0,1,0,23,23,0,0,0,0,0,1.0421918973395,-3.76792683226321,23,23,0,0,0
1,1,1.04973151051271,0,0,0,0,0,0,0,0,1.04973151051271,0,0,0,66.4027476497548,-7.27117823790575,0
2,0,1,0,34,14,47,23,0,0,0,1.05916394415312,-2.71772634553707,34,14,47,23,0
3,0,1,0,47,22,0,0,0,0,0,1.03273808825881,-3.35580034196597,47,22,0,0,0
4,0,1,0,31,9,0,0,0,0,0,1.03420455958049,-3.03380805546215,31,9,0,0,0
1,1,1.00121089456512,0,0,0,0,0,0,0,0,1.00121089456512,0,0,0,70.7623657021575,-9.10546296019561,0
2,0,1,0,47,16,39,20,0,0,0,0.98521345493232,-2.64634812331095,47,16,39,20,0
3,0,1,0,31,17,0,0,0,0,0,0.981570380156676,-1.44522419512123,31,17,0,0,0
4,0,1,0,30,7,0,0,0,0,0,0.982664370235871,-2.85428411079618,30,7,0,0,0
1,1,1.08998974173436,0,0,0,0,0,0,0,0,1.08998974173436,0,0,0,47.89604831429,-8.96563281034242,0
2,0,1,0,32,23,42,25,0,0,0,1.08351972631922,-3.57124567623168,32,23,42,25,0
3,0,1,0,37,13,0,0,0,0,0,1.07451096053367,-4.81683573305743,37,13,0,0,0
4,0,1,0,20,13,0,0,0,0,0,1.06505618482917,-4.86821078964279,20,13,0,0,0
1,1,1.06047602132265,0,0,0,0,0,0,0,0,1.06047602132265,0,0,0,54.4195447741925,-10.7479658890561,0
2,0,1,0,22,21,38,43,0,0,0,1.06595526792065,-1.33263293090433,22,21,38,43,0
3,0,1,0,36,24,0,0,0,0,0,1.0322148445899,-2.69550381169034,36,24,0,0,0
4,0,1,0,33,12,0,0,0,0,0,1.03213865357324,-3.78414333324773,33,12,0,0,0
1,1,1.03492285048527,0,0,0,0,0,0,0,0,1.03492285048527,0,0,0,77.957194416163,-26.7593633080816,0
2,0,1,0,29,14,34,49,0,0,0,1.04886715085482,-5.48616858877782,29,14,34,49,0
3,0,1,0,36,19,0,0,0,0,0,1.02927553130887,-6.33686634133427,36,19,0,0,0
4,0,1,0,44,12,0,0,0,0,0,1.01664928747503,-7.67841617550285,44,12,0,0,0
1,1,1.03154278462042,0,0,0,0,0,0,0,0,1.03154278462042,0,0,0,85.586445634638,-16.1573628895221,0
2,0,1,0,49,23,25,48,0,0,0,1.02671903638877,-2.97497110728832,49,23,25,48,0
3,0,1,0,27,12,0,0,0,0,0,1.01396311775751,-2.89871751828116,27,12,0,0,0
4,0,1,0,32,20,0,0,0,0,0,0.989915680626332,-3.01544394272494,32,20,0,0,0
1,1,1.07193538447044,0,0,0,0,0,0,0,0,1.07193538447044,0,0,0,89.3882903531304,-16.1861536563297,0
2,0,1,0,46,25,31,50,0,0,0,1.05906147728514,-3.34642282040157,46,25,31,50,0
3,0,1,0,45,19,0,0,0,0,0,1.0518074837067,-2.52128480147617,45,19,0,0,0
4,0,1,0,27,14,0,0,0,0,0,1.04128432182764,-3.92836427206626,27,14,0,0,0
1,1,1.02855178479477,0,0,0,0,0,0,0,0,1.02855178479477,0,0,0,86.7533042808887,-6.05505557934016,0
2,0,1,0,47,12,47,41,0,0,0,1.01049626434744,-2.19095368454296,47,12,47,41,0
3,0,1,0,43,24,0,0,0,0,0,0.993848801021574,-3.8246517577614,43,24,0,0,0
